   ,word       ,x                   ,y                   ,count,part_of_speech
240,holding    ,-5.716711044311523  ,1.537195086479187   ,36   ,VBG
241,poor       ,0.8808521628379822  ,-7.537675857543945  ,174  ,JJ
242,give       ,-18.966262817382812 ,-12.802967071533203 ,146  ,VB
243,few        ,-0.288682758808136  ,-10.219443321228027 ,76   ,JJ
244,how        ,6.209256649017334   ,-10.898248672485352 ,260  ,WRB
245,are        ,-6.209994316101074  ,-19.0439395904541   ,527  ,VBP
246,well       ,-2.095654249191284  ,-5.595210075378418  ,120  ,RB
247,enough     ,2.709156036376953   ,-2.3408257961273193 ,51   ,RB
248,answered   ,3.723775863647461   ,-18.537227630615234 ,63   ,VBD
249,they       ,14.468742370605469  ,-3.2055065631866455 ,1075 ,PRP
250,should     ,-8.169031143188477  ,-24.340152740478516 ,84   ,MD
251,be         ,-16.76905632019043  ,-12.464417457580566 ,863  ,VB
252,knows      ,-1.535041332244873  ,-17.399168014526367 ,70   ,VBZ
253,left       ,-0.11472303420305252,-19.9702091217041   ,70   ,VBD
254,pair       ,3.1494178771972656  ,11.769073486328125  ,44   ,NN
255,’ll        ,-9.15235710144043   ,-23.836631774902344 ,191  ,MD
256,told       ,1.8935668468475342  ,-19.04378890991211  ,131  ,VBD
257,trousers   ,-11.763509750366211 ,12.552718162536621  ,49   ,NNS
258,fingers    ,4.005192756652832   ,16.139986038208008  ,62   ,NNS
259,felt       ,-0.3642515242099762 ,-14.273897171020508 ,53   ,VBD
260,skin       ,-0.5998839735984802 ,17.615205764770508  ,43   ,NN
261,—that      ,-13.572179794311523 ,1.9441546201705933  ,47   ,DT
262,fellow     ,8.33271312713623    ,1.194900393486023   ,122  ,NN
263,says       ,3.643854856491089   ,-19.22344970703125  ,472  ,VBZ
264,general    ,4.338866233825684   ,6.551445484161377   ,39   ,JJ
265,now        ,-0.8123524785041809 ,-4.127509593963623  ,434  ,RB
266,all        ,-0.3315904438495636 ,-5.530086040496826  ,333  ,PDT
267,yourself   ,7.846347332000732   ,4.358199596405029   ,38   ,PRP
268,end        ,-2.5698928833007812 ,17.944164276123047  ,71   ,NN
269,others     ,-8.77396011352539   ,-9.133005142211914  ,61   ,NNS
